hhh_gender...1,hhh_age,monthly_spending...3,any_drops,hhh_literacy...5,age,gender,hhid,group,benef,group1,group_tvn,maths_results,maths_results_s...14,any_drops_n...15,female,est_num_kids,f4,school_spending
1,38,8.992770544,1,2,3945.458333,2,A292003,2,2,1,1,6,0.858325047,0.143133648,FALSE,3,2,800
1,33,9.624718026,1,2,4453.416667,2,A292005,2,2,1,1,4,-1.334130819,0.143133648,FALSE,1,2,500
1,33,9.624718026,1,2,2545.458333,2,A292005,2,2,1,1,4,-1.334130819,0.143133648,FALSE,1,2,500
1,47,9.825950631,1,1,3615.458333,1,A292006,2,2,1,1,4,-1.334130819,0.143133648,FALSE,1,3,400
1,52,9.006736808,1,2,2964.458333,2,A292007,2,2,1,1,6,0.858325047,0.143133648,FALSE,2,3,700
1,52,9.006736808,1,2,4071.458333,1,A292007,2,2,1,1,6,0.858325047,0.143133648,FALSE,2,3,700
1,53,10.22650229,1,2,5064.458333,2,A293002,2,1,1,1,4,-1.334130819,0.143133648,FALSE,2,2,280
1,44,10.06757846,1,2,3070.416667,2,A293003,2,1,1,1,6,0.858325047,0.143133648,FALSE,2,2,470
1,44,10.06757846,1,2,4086.416667,2,A293003,2,1,1,1,6,0.858325047,0.143133648,FALSE,2,2,470
1,42,10.50157809,1,1,3960.458333,2,A293004,2,1,1,1,4,-1.334130819,0.143133648,FALSE,2,2,1000
1,42,10.50157809,1,1,2225.458333,2,A293004,2,1,1,1,4,-1.334130819,0.143133648,FALSE,2,2,1000
1,42,10.50157809,1,1,4959.416667,2,A293004,2,1,1,1,4,-1.334130819,0.143133648,FALSE,2,2,1000
